filename,sign_class,is_present,set
000277.png,5_19_1,1,
000278.png,5_19_1,1,
000279.png,3_27,1,
000280.png,3_27,1,
000281.png,3_27,1,
000282.png,5_19_1,1,
000283.png,3_27,1,
000284.png,5_19_1,1,
000285.png,3_27,1,
000286.png,5_19_1,1,
000287.png,3_27,1,
000288.png,3_27,1,
000289.png,3_27,1,
000290.png,3_27,1,
000291.png,3_27,1,
000292.png,3_27,1,
000293.png,3_27,1,
000294.png,3_27,1,
000295.png,3_27,1,
000296.png,3_27,1,
000297.png,3_27,1,
000298.png,3_27,1,
000299.png,3_27,1,
000300.png,3_27,1,
000301.png,3_27,1,
000302.png,3_27,1,
000303.png,3_27,1,
000304.png,3_27,1,
000305.png,3_27,1,
000306.png,3_27,1,
000307.png,5_15_5,1,
000308.png,5_15_5,1,
000309.png,5_15_5,1,
000310.png,5_15_5,1,
000311.png,5_15_5,1,
000312.png,1_19,1,
000313.png,5_15_5,1,
000314.png,1_19,1,
000315.png,5_15_5,1,
000316.png,1_19,1,
000317.png,1_19,1,
000318.png,1_19,1,
000319.png,1_19,1,
000320.png,1_19,1,
000321.png,1_19,1,
000322.png,1_19,1,
000323.png,1_19,1,
000324.png,1_19,1,
000325.png,1_19,1,
000326.png,1_19,1,
000327.png,1_19,1,
000328.png,1_19,1,
000329.png,1_19,1,
000330.png,1_19,1,
000331.png,1_19,1,
000332.png,1_19,1,
000333.png,1_19,1,
000334.png,1_19,1,
000335.png,1_19,1,
000336.png,1_19,1,
000337.png,1_19,1,
000338.png,1_19,1,
000339.png,1_19,1,
000340.png,1_19,1,
000341.png,1_19,1,
000342.png,1_19,1,
000343.png,3_27,1,
000344.png,3_27,1,
000345.png,3_27,1,
000346.png,3_27,1,
000347.png,3_27,1,
000348.png,3_27,1,
000349.png,3_27,1,
000350.png,6_4,1,
000351.png,6_4,1,
000352.png,6_4,1,
000353.png,6_4,1,
000354.png,6_4,1,
000355.png,6_4,1,
000356.png,6_4,1,
000357.png,6_4,1,
000358.png,6_4,1,
000359.png,6_4,1,
000360.png,6_4,1,
000361.png,6_4,1,
000362.png,6_4,1,
000363.png,6_4,1,
000364.png,6_4,1,
000365.png,6_4,1,
000366.png,6_4,1,
000367.png,6_4,1,
000368.png,6_4,1,
000369.png,6_4,1,
000370.png,6_4,1,
000371.png,6_4,1,
000372.png,6_4,1,
000373.png,6_4,1,
000374.png,6_4,1,
000375.png,6_4,1,
000376.png,6_4,1,
000377.png,6_4,1,
000378.png,6_4,1,
000379.png,6_4,1,
000380.png,6_4,1,
000381.png,6_4,1,
000382.png,6_4,1,
000383.png,2_1,1,
000384.png,2_1,1,
000385.png,2_1,1,
000386.png,2_1,1,
000387.png,2_1,1,
000388.png,2_1,1,
000389.png,2_1,1,
000390.png,2_1,1,
000391.png,2_1,1,
000392.png,5_19_1,1,
000393.png,5_19_1,1,
000394.png,5_19_1,1,
000395.png,5_16,1,
000396.png,1_15,1,
000397.png,1_15,1,
000398.png,1_16,1,
000399.png,1_16,1,
000400.png,1_11_1,1,
000401.png,1_11_1,1,
000402.png,2_1,1,
000403.png,2_1,1,
000404.png,6_6,1,
000405.png,6_6,1,
000406.png,5_16,1,
000407.png,5_16,1,
000408.png,2_1,1,
000409.png,2_1,1,
000410.png,2_1,1,
000411.png,5_19_1,1,
000412.png,5_19_1,1,
000413.png,1_19,1,
000414.png,1_19,1,
000415.png,5_15_1,1,
000416.png,5_15_1,1,
000417.png,2_1,1,
000418.png,5_15_1,1,
000419.png,2_1,1,
000420.png,2_1,1,
000421.png,2_1,1,
000422.png,2_1,1,
000423.png,2_1,1,
000424.png,2_1,1,
000425.png,6_7,1,
000426.png,6_7,1,
000427.png,6_7,1,
000428.png,6_7,1,
000429.png,6_7,1,
000430.png,6_7,1,
000431.png,6_7,1,
000432.png,6_7,1,
000433.png,6_7,1,
000434.png,6_7,1,
000435.png,6_7,1,
000436.png,6_7,1,
000437.png,6_7,1,
000438.png,6_7,1,
000439.png,6_7,1,
000440.png,6_7,1,
000441.png,6_7,1,
000442.png,6_7,1,
000443.png,6_7,1,
000444.png,6_7,1,
000445.png,6_7,1,
000446.png,6_7,1,
000447.png,6_7,1,
000448.png,6_7,1,
000449.png,6_7,1,
000450.png,6_7,1,
000451.png,6_7,1,
000452.png,6_7,1,
000453.png,6_7,1,
000454.png,7_2,1,
000455.png,7_2,1,
000456.png,7_2,1,
000457.png,7_2,1,
000458.png,7_2,1,
000459.png,7_2,1,
000460.png,5_16,1,
000461.png,5_16,1,
000462.png,5_16,1,
000463.png,5_16,1,
000464.png,3_27,1,
000465.png,3_27,1,
000466.png,3_27,1,
000467.png,6_6,1,
000468.png,5_16,1,
000469.png,5_16,1,
000470.png,5_15_1,1,
000471.png,5_15_1,1,
000472.png,2_1,1,
000473.png,5_15_1,1,
000474.png,2_1,1,
000475.png,5_15_1,1,
000476.png,2_1,1,
000477.png,5_15_2,1,
000478.png,5_15_2,1,
000479.png,5_15_2,1,
000480.png,5_15_1,1,
000481.png,2_1,1,
000482.png,5_15_2,1,
000483.png,5_15_2,1,
000484.png,5_15_2,1,
000485.png,7_12,1,
000486.png,2_1,1,
000487.png,5_15_2,1,
000488.png,5_15_2,1,
000489.png,5_15_2,1,
000490.png,7_12,1,
000491.png,2_1,1,
000492.png,5_15_2,1,
000493.png,5_15_2,1,
000494.png,5_15_2,1,
000495.png,7_12,1,
000496.png,5_15_2,1,
000497.png,5_15_2,1,
000498.png,5_15_2,1,
000499.png,7_12,1,
000500.png,5_19_1,1,
000501.png,4_2_1,1,
000502.png,4_2_1,1,
000503.png,4_2_1,1,
000504.png,2_1,1,
000505.png,3_18,1,
000506.png,5_6,1,
000507.png,3_27,1,
000508.png,3_27,1,
000509.png,7_3,1,
000510.png,2_1,1,
000511.png,7_3,1,
000512.png,2_1,1,
000513.png,7_3,1,
000514.png,2_1,1,
000515.png,2_1,1,
000516.png,2_1,1,
000517.png,2_1,1,
000518.png,6_4,1,
000519.png,6_4,1,
000520.png,6_4,1,
000521.png,5_15_1,1,
000522.png,5_15_1,1,
000523.png,2_1,1,
000524.png,2_1,1,
000525.png,2_1,1,
000526.png,7_3,1,
000527.png,7_3,1,
000528.png,4_2_3,1,
000529.png,4_2_3,1,
000530.png,6_4,1,
000531.png,6_4,1,
000532.png,6_4,1,
000533.png,2_1,1,
000534.png,2_1,1,
000535.png,2_1,1,
000536.png,2_1,1,
000537.png,2_1,1,
000538.png,2_1,1,
000539.png,2_1,1,
000540.png,2_1,1,
000541.png,4_2_1,1,
000542.png,4_2_1,1,
000543.png,4_2_1,1,
000544.png,4_2_1,1,
000545.png,5_16,1,
000546.png,6_6,1,
000547.png,5_15_1,1,
000548.png,5_15_1,1,
000549.png,5_15_1,1,
000550.png,5_15_1,1,
000551.png,5_15_2,1,
000552.png,5_15_2,1,
000553.png,5_15_2,1,
000554.png,5_15_2,1,
000555.png,5_15_2,1,
000556.png,5_15_2,1,
000557.png,5_15_2,1,
000558.png,5_15_2,1,
000559.png,5_15_2,1,
000560.png,5_15_2,1,
000561.png,5_15_2,1,
000562.png,5_15_2,1,
000563.png,5_5,1,
000564.png,4_2_1,1,
000565.png,4_2_1,1,
000566.png,5_16,1,
000567.png,6_7,1,
000568.png,6_7,1,
000569.png,2_1,1,
000570.png,7_4,1,
000571.png,7_3,1,
000572.png,2_1,1,
000573.png,7_4,1,
000574.png,7_3,1,
000575.png,5_16,1,
000576.png,5_16,1,
000577.png,7_3,1,
000578.png,7_3,1,
000579.png,7_3,1,
000580.png,4_1_1,1,
000581.png,4_1_2,1,
000582.png,3_27,1,
000583.png,1_23,1,
000584.png,1_23,1,
000585.png,5_15_1,1,
000586.png,5_15_1,1,
000587.png,5_15_1,1,
000588.png,5_15_3,1,
000589.png,5_15_3,1,
000590.png,1_23,1,
000591.png,1_23,1,
000592.png,2_1,1,
000593.png,1_23,1,
000594.png,2_1,1,
000595.png,2_1,1,
000596.png,5_19_1,1,
000597.png,5_16,1,
000598.png,5_16,1,
000599.png,5_15_5,1,
000600.png,5_15_5,1,
000601.png,5_15_5,1,
000602.png,1_16,1,
000603.png,1_16,1,
000604.png,7_11,1,
000605.png,2_1,1,
000606.png,2_1,1,
000607.png,2_1,1,
000608.png,2_1,1,
000609.png,2_1,1,
000610.png,2_1,1,
000611.png,2_1,1,
000612.png,2_1,1,
000613.png,2_1,1,
000614.png,2_1,1,
000615.png,2_1,1,
000616.png,2_1,1,
000617.png,2_1,1,
000618.png,2_1,1,
000619.png,5_5,1,
000620.png,2_1,1,
000621.png,5_5,1,
000622.png,2_1,1,
000623.png,5_5,1,
000624.png,2_1,1,
000625.png,5_5,1,
000626.png,4_1_2_1,1,
000627.png,4_1_2_1,1,
000628.png,4_1_2_1,1,
000629.png,5_19_1,1,
000630.png,5_19_1,1,
000631.png,5_19_1,1,
000632.png,5_16,1,
000633.png,5_16,1,
000634.png,2_1,1,
000635.png,2_1,1,
000636.png,2_1,1,
000637.png,2_1,1,
000638.png,5_19_1,1,
000639.png,5_16,1,
000640.png,3_27,1,
000641.png,5_19_1,1,
000642.png,5_19_1,1,
000643.png,5_16,1,
000644.png,5_16,1,
000645.png,2_1,1,
000646.png,2_1,1,
000647.png,2_1,1,
000648.png,6_3_1,1,
000649.png,6_3_1,1,
000650.png,4_2_1,1,
000651.png,4_2_1,1,
000652.png,4_2_1,1,
000653.png,4_2_1,1,
000654.png,4_2_1,1,
000655.png,4_2_1,1,
000656.png,4_2_1,1,
000657.png,4_2_1,1,
000658.png,3_27,1,
000659.png,4_2_3,1,
000660.png,3_4_1,1,
000661.png,1_16,1,
000662.png,3_24_n5,1,
000663.png,3_27,1,
000664.png,4_2_3,1,
000665.png,5_19_1,1,
000666.png,5_19_1,1,
000667.png,5_19_1,1,
000668.png,5_19_1,1,
000669.png,5_19_1,1,
000670.png,5_19_1,1,
000671.png,3_27,1,
000672.png,3_27,1,
000673.png,2_1,1,
000674.png,2_1,1,
000675.png,3_27,1,
000676.png,4_1_2,1,
000677.png,3_27,1,
000678.png,7_3,1,
000679.png,3_27,1,
000680.png,4_2_3,1,
000681.png,1_15,1,
000682.png,1_15,1,
000683.png,6_3_1,1,
000684.png,6_3_1,1,
000685.png,1_22,1,
000686.png,1_27,1,
000687.png,1_27,1,
000688.png,5_19_1,1,
000689.png,5_19_1,1,
000690.png,1_19,1,
000691.png,3_27,1,
000692.png,5_15_1,1,
000693.png,5_15_1,1,
000694.png,5_15_1,1,
000695.png,2_1,1,
000696.png,6_3_1,1,
000697.png,2_1,1,
000698.png,6_3_1,1,
000699.png,4_2_1,1,
000700.png,6_6,1,
000701.png,2_1,1,
000702.png,2_1,1,
000703.png,7_3,1,
000704.png,4_2_3,1,
000705.png,4_1_1,1,
000706.png,4_1_1,1,
000707.png,4_1_2_1,1,
000708.png,5_15_3,1,
000709.png,5_15_3,1,
000710.png,5_15_1,1,
000711.png,5_15_1,1,
000712.png,5_15_1,1,
000713.png,2_1,1,
000714.png,2_1,1,
000715.png,5_19_1,1,
000716.png,5_19_1,1,
000717.png,1_15,1,
000718.png,3_27,1,
000719.png,3_27,1,
000720.png,4_2_1,1,
000721.png,2_3_2,1,
000722.png,4_1_1,1,
000723.png,4_1_1,1,
000724.png,2_3_2,1,
000725.png,2_3_2,1,
000726.png,2_3_2,1,
000727.png,5_15_2_2,1,
000728.png,5_15_2_2,1,
000729.png,1_22,1,
000730.png,4_1_2,1,
000731.png,5_19_1,1,
000732.png,5_16,1,
000733.png,5_19_1,1,
000734.png,1_8,1,
000735.png,5_15_1,1,
000736.png,1_8,1,
000737.png,5_15_1,1,
000738.png,5_15_1,1,
000739.png,5_15_1,1,
000740.png,2_1,1,
000741.png,5_19_1,1,
000742.png,2_1,1,
000743.png,5_19_1,1,
000744.png,2_1,1,
000745.png,5_19_1,1,
000746.png,2_1,1,
000747.png,5_19_1,1,
000748.png,2_1,1,
000749.png,5_19_1,1,
000750.png,2_1,1,
000751.png,5_19_1,1,
000752.png,2_1,1,
000753.png,5_19_1,1,
000754.png,2_1,1,
000755.png,5_19_1,1,
000756.png,2_1,1,
000757.png,5_19_1,1,
000758.png,2_1,1,
000759.png,5_19_1,1,
000760.png,2_1,1,
000761.png,5_19_1,1,
000762.png,2_1,1,
000763.png,5_19_1,1,
000764.png,2_1,1,
000765.png,5_19_1,1,
000766.png,2_1,1,
000767.png,2_1,1,
000768.png,5_19_1,1,
000769.png,2_1,1,
000770.png,5_19_1,1,
000771.png,2_1,1,
000772.png,5_19_1,1,
000773.png,2_1,1,
000774.png,5_19_1,1,
000775.png,2_1,1,
000776.png,5_19_1,1,
000777.png,2_1,1,
000778.png,5_19_1,1,
000779.png,2_1,1,
000780.png,5_19_1,1,
000781.png,2_1,1,
000782.png,5_19_1,1,
000783.png,2_1,1,
000784.png,5_19_1,1,
000785.png,2_1,1,
000786.png,5_19_1,1,
000787.png,2_1,1,
000788.png,5_19_1,1,
000789.png,2_1,1,
000790.png,5_19_1,1,
000791.png,2_1,1,
000792.png,5_19_1,1,
000793.png,2_1,1,
000794.png,5_19_1,1,
000795.png,2_1,1,
000796.png,5_19_1,1,
000797.png,2_1,1,
000798.png,5_19_1,1,
000799.png,2_1,1,
000800.png,5_19_1,1,
000801.png,2_1,1,
000802.png,5_19_1,1,
000803.png,2_1,1,
000804.png,5_19_1,1,
000805.png,2_1,1,
000806.png,5_19_1,1,
000807.png,2_1,1,
000808.png,5_19_1,1,
000809.png,5_16,1,
000810.png,5_16,1,
000811.png,3_27,1,
000812.png,3_27,1,
000813.png,7_3,1,
000814.png,7_3,1,
000815.png,5_15_2_2,1,
000816.png,5_15_2_2,1,
000817.png,5_15_2_2,1,
000818.png,5_15_2_2,1,
000819.png,5_15_2_2,1,
000820.png,5_15_2_2,1,
000821.png,2_1,1,
000822.png,2_1,1,
000823.png,5_19_1,1,
000824.png,5_16,1,
000825.png,5_16,1,
000826.png,3_27,1,
000827.png,3_27,1,
000828.png,4_2_1,1,
000829.png,4_2_1,1,
000830.png,4_2_1,1,
000831.png,7_4,1,
000832.png,7_4,1,
000833.png,2_3_2,1,
000834.png,2_3_2,1,
000835.png,7_2,1,
000836.png,7_2,1,
000837.png,5_19_1,1,
000838.png,5_19_1,1,
000839.png,5_19_1,1,
000840.png,5_19_1,1,
000841.png,2_3_2,1,
000842.png,1_8,1,
000843.png,5_15_3,1,
000844.png,5_15_3,1,
000845.png,5_15_1,1,
000846.png,5_15_1,1,
000847.png,5_19_1,1,
000848.png,3_27,1,
000849.png,3_27,1,
000850.png,3_27,1,
000851.png,5_19_1,1,
000852.png,5_19_1,1,
000853.png,5_19_1,1,
000854.png,3_27,1,
000855.png,3_27,1,
000856.png,3_27,1,
000857.png,4_1_1,1,
000858.png,4_1_1,1,
000859.png,4_1_1,1,
000860.png,1_22,1,
000861.png,7_3,1,
000862.png,1_22,1,
000863.png,7_3,1,
000864.png,1_22,1,
000865.png,7_3,1,
000866.png,1_22,1,
000867.png,7_3,1,
000868.png,5_15_3,1,
000869.png,5_15_3,1,
000870.png,5_15_1,1,
000871.png,1_8,1,
000872.png,5_15_1,1,
000873.png,1_8,1,
000874.png,5_15_1,1,
000875.png,1_8,1,
000876.png,5_15_1,1,
000877.png,1_8,1,
000878.png,5_15_1,1,
000879.png,1_8,1,
000880.png,2_1,1,
000881.png,2_1,1,
000882.png,2_1,1,
000883.png,2_1,1,
000884.png,2_1,1,
000885.png,2_1,1,
000886.png,2_1,1,
000887.png,2_1,1,
000888.png,5_19_1,1,
000889.png,5_19_1,1,
000890.png,5_19_1,1,
000891.png,5_16,1,
000892.png,5_16,1,
000893.png,2_1,1,
000894.png,6_4,1,
000895.png,2_1,1,
000896.png,6_4,1,
000897.png,2_1,1,
000898.png,6_4,1,
000899.png,1_17,1,
000900.png,3_24_n5,1,
000901.png,1_17,1,
000902.png,3_24_n5,1,
000903.png,1_17,1,
000904.png,3_24_n5,1,
000905.png,1_17,1,
000906.png,3_24_n5,1,
000907.png,1_17,1,
000908.png,3_24_n5,1,
000909.png,1_17,1,
000910.png,3_24_n5,1,
000911.png,3_27,1,
000912.png,3_27,1,
000913.png,5_19_1,1,
000914.png,5_19_1,1,
000915.png,2_1,1,
000916.png,2_1,1,
000917.png,2_1,1,
000918.png,3_27,1,
000919.png,3_27,1,
000920.png,1_11_1,1,
000921.png,1_11_1,1,
000922.png,2_1,1,
000923.png,5_19_1,1,
000924.png,5_19_1,1,
000925.png,5_16,1,
000926.png,5_16,1,
000927.png,5_16,1,
000928.png,5_16,1,
000929.png,5_16,1,
000930.png,5_16,1,
000931.png,5_19_1,1,
000932.png,5_16,1,
000933.png,5_19_1,1,
000934.png,5_19_1,1,
000935.png,5_19_1,1,
000936.png,5_19_1,1,
000937.png,5_19_1,1,
000938.png,5_19_1,1,
000939.png,5_19_1,1,
000940.png,5_19_1,1,
000941.png,5_19_1,1,
000942.png,5_19_1,1,
000943.png,5_19_1,1,
000944.png,5_19_1,1,
000945.png,5_19_1,1,
000946.png,5_19_1,1,
000947.png,5_19_1,1,
000948.png,5_19_1,1,
000949.png,5_19_1,1,
000950.png,5_19_1,1,
000951.png,5_19_1,1,
000952.png,5_19_1,1,
000953.png,5_19_1,1,
000954.png,5_19_1,1,
000955.png,5_16,1,
000956.png,5_16,1,
000957.png,5_16,1,
000958.png,3_27,1,
000959.png,3_27,1,
000960.png,3_27,1,
000961.png,4_2_1,1,
000962.png,4_2_1,1,
000963.png,4_2_1,1,
000964.png,4_2_1,1,
000965.png,4_2_1,1,
000966.png,4_2_1,1,
000967.png,5_19_1,1,
000968.png,5_19_1,1,
000969.png,5_19_1,1,
000970.png,5_19_1,1,
000971.png,5_16,1,
000972.png,2_1,1,
000973.png,5_19_1,1,
000974.png,5_16,1,
000975.png,2_1,1,
000976.png,5_16,1,
000977.png,2_1,1,
000978.png,2_1,1,
000979.png,5_15_3,1,
000980.png,5_15_3,1,
000981.png,5_15_3,1,
000982.png,5_15_3,1,
000983.png,2_1,1,
000984.png,2_1,1,
000985.png,2_1,1,
000986.png,2_1,1,
000987.png,2_1,1,
000988.png,2_1,1,
000989.png,2_1,1,
000990.png,2_1,1,
000991.png,2_1,1,
000992.png,2_1,1,
000993.png,4_2_1,1,
000994.png,7_3,1,
000995.png,7_11,1,
000996.png,7_3,1,
000997.png,7_11,1,
000998.png,7_3,1,
000999.png,7_11,1,
001000.png,2_3_2,1,
001001.png,7_11,1,
001002.png,7_11,1,
001003.png,4_2_3,1,
001004.png,1_22,1,
001005.png,3_27,1,
001006.png,5_19_1,1,
001007.png,5_19_1,1,
001008.png,5_16,1,
001009.png,3_27,1,
001010.png,3_27,1,
001011.png,2_3,1,
001012.png,1_22,1,
001013.png,1_22,1,
001014.png,3_27,1,
001015.png,5_19_1,1,
001016.png,5_19_1,1,
001017.png,5_16,1,
001018.png,3_27,1,
001019.png,1_22,1,
001020.png,1_22,1,
001021.png,2_3_3,1,
001022.png,5_15_3,1,
001023.png,5_19_1,1,
001024.png,5_15_3,1,
001025.png,5_19_1,1,
001026.png,1_22,1,
001027.png,5_19_1,1,
001028.png,5_19_1,1,
001029.png,5_16,1,
001030.png,3_27,1,
001031.png,3_27,1,
001032.png,1_22,1,
001033.png,5_19_1,1,
001034.png,5_19_1,1,
001035.png,5_19_1,1,
001036.png,5_19_1,1,
001037.png,3_27,1,
001038.png,3_27,1,
001039.png,2_3_2,1,
001040.png,1_22,1,
001041.png,2_3_2,1,
001042.png,1_22,1,
001043.png,3_27,1,
001044.png,3_27,1,
001045.png,5_19_1,1,
001046.png,5_19_1,1,
001047.png,5_19_1,1,
001048.png,5_19_1,1,
001049.png,5_19_1,1,
001050.png,5_19_1,1,
001051.png,5_16,1,
001052.png,3_27,1,
001053.png,3_27,1,
001054.png,4_2_1,1,
001055.png,4_2_1,1,
001056.png,4_2_1,1,
001057.png,5_15_2_2,1,
001058.png,1_8,1,
001059.png,1_8,1,
001060.png,1_8,1,
001061.png,5_5,1,
001062.png,5_15_2,1,
001063.png,7_7,1,
001064.png,5_15_2_2,1,
001065.png,5_5,1,
001066.png,5_15_2,1,
001067.png,7_7,1,
001068.png,5_15_2_2,1,
001069.png,7_7,1,
001070.png,2_1,1,
001071.png,2_1,1,
001072.png,2_1,1,
001073.png,3_27,1,
001074.png,3_27,1,
001075.png,3_27,1,
001076.png,1_23,1,
001077.png,1_11_1,1,
001078.png,5_19_1,1,
001079.png,5_19_1,1,
001080.png,1_23,1,
001081.png,1_11_1,1,
001082.png,5_19_1,1,
001083.png,5_19_1,1,
