SRC,FILENAME,SIGN
R1_TRAIN,000209.png,4_2_3
R1_TRAIN,000210.png,3_27
R1_TRAIN,000211.png,3_27
R1_TRAIN,000212.png,3_27
R1_TRAIN,000213.png,4_1_2
R1_TRAIN,000214.png,3_27
R1_TRAIN,000215.png,3_27
R1_TRAIN,000216.png,4_2_3
R1_TRAIN,000217.png,1_15
R1_TRAIN,000218.png,1_15
R1_TRAIN,000219.png,1_22
R1_TRAIN,000220.png,1_27
R1_TRAIN,000221.png,1_27
R1_TRAIN,000222.png,1_19
R1_TRAIN,000223.png,3_27
R1_TRAIN,000224.png,4_2_1
R1_TRAIN,000225.png,4_2_3
R1_TRAIN,000226.png,4_1_1
R1_TRAIN,000227.png,4_1_1
R1_TRAIN,000228.png,4_1_2_1
R1_TRAIN,000229.png,1_15
R1_TRAIN,000230.png,3_27
R1_TRAIN,000231.png,3_27
R1_TRAIN,000232.png,4_2_1
R1_TRAIN,000233.png,2_3_2
R1_TRAIN,000234.png,4_1_1
R1_TRAIN,000235.png,4_1_1
R1_TRAIN,000236.png,2_3_2
R1_TRAIN,000237.png,2_3_2
R1_TRAIN,000238.png,2_3_2
R1_TRAIN,000239.png,1_22
R1_TRAIN,000240.png,4_1_2
R1_TRAIN,000241.png,1_8
R1_TRAIN,000242.png,1_8
R1_TRAIN,000243.png,3_27
R1_TRAIN,000244.png,3_27
R1_TRAIN,000245.png,3_27
R1_TRAIN,000246.png,3_27
R1_TRAIN,000247.png,4_2_1
R1_TRAIN,000248.png,4_2_1
R1_TRAIN,000249.png,4_2_1
R1_TRAIN,000250.png,2_3_2
R1_TRAIN,000251.png,2_3_2
R1_TRAIN,000252.png,2_3_2
R1_TRAIN,000253.png,1_8
R1_TRAIN,000254.png,3_27
R1_TRAIN,000255.png,3_27
R1_TRAIN,000256.png,3_27
R1_TRAIN,000257.png,3_27
R1_TRAIN,000258.png,3_27
R1_TRAIN,000259.png,3_27
R1_TRAIN,000260.png,4_1_1
R1_TRAIN,000261.png,4_1_1
R1_TRAIN,000262.png,4_1_1
R1_TRAIN,000263.png,1_22
R1_TRAIN,000264.png,1_22
R1_TRAIN,000265.png,1_22
R1_TRAIN,000266.png,1_22
R1_TRAIN,000267.png,1_8
R1_TRAIN,000268.png,1_8
R1_TRAIN,000269.png,1_8
R1_TRAIN,000270.png,1_8
R1_TRAIN,000271.png,1_8
R1_TRAIN,000272.png,1_17
R1_TRAIN,000273.png,3_24_n5
R1_TRAIN,000274.png,1_17
R1_TRAIN,000275.png,3_24_n5
R1_TRAIN,000276.png,1_17
R1_TRAIN,000277.png,3_24_n5
R1_TRAIN,000278.png,1_17
R1_TRAIN,000279.png,3_24_n5
R1_TRAIN,000280.png,1_17
R1_TRAIN,000281.png,3_24_n5
R1_TRAIN,000282.png,1_17
R1_TRAIN,000283.png,3_24_n5
R1_TRAIN,000284.png,3_27
R1_TRAIN,000285.png,3_27
R1_TRAIN,000286.png,3_27
R1_TRAIN,000287.png,3_27
R1_TRAIN,000288.png,1_11_1
R1_TRAIN,000289.png,1_11_1
R1_TRAIN,000290.png,3_27
R1_TRAIN,000291.png,3_27
R1_TRAIN,000292.png,3_27
R1_TRAIN,000293.png,4_2_1
R1_TRAIN,000294.png,4_2_1
R1_TRAIN,000295.png,4_2_1
R1_TRAIN,000296.png,4_2_1
R1_TRAIN,000297.png,4_2_1
R1_TRAIN,000298.png,4_2_1
R1_TRAIN,000299.png,4_2_1
R1_TRAIN,000300.png,2_3_2
R1_TRAIN,000301.png,4_2_3
R1_TRAIN,000302.png,3_24_n5
R1_TRAIN,000303.png,3_24_n5
R1_TRAIN,000304.png,1_22
R1_TRAIN,000305.png,3_27
R1_TRAIN,000306.png,3_27
R1_TRAIN,000307.png,3_27
R1_TRAIN,000308.png,2_3
R1_TRAIN,000309.png,1_22
R1_TRAIN,000310.png,1_22
R1_TRAIN,000311.png,3_27
R1_TRAIN,000312.png,3_27
R1_TRAIN,000313.png,1_22
R1_TRAIN,000314.png,1_22
R1_TRAIN,000315.png,2_3_3
R1_TRAIN,000316.png,1_22
R1_TRAIN,000317.png,3_27
R1_TRAIN,000318.png,3_27
R1_TRAIN,000319.png,1_22
R1_TRAIN,000320.png,3_27
R1_TRAIN,000321.png,3_27
R1_TRAIN,000322.png,2_3_2
R1_TRAIN,000323.png,1_22
R1_TRAIN,000324.png,2_3_2
R1_TRAIN,000325.png,1_22
R1_TRAIN,000326.png,3_27
R1_TRAIN,000327.png,3_27
R1_TRAIN,000328.png,3_27
R1_TRAIN,000329.png,3_27
R1_TRAIN,000330.png,4_2_1
R1_TRAIN,000331.png,4_2_1
R1_TRAIN,000332.png,4_2_1
R1_TRAIN,000333.png,1_8
R1_TRAIN,000334.png,1_8
R1_TRAIN,000335.png,1_8
R1_TRAIN,000336.png,3_27
R1_TRAIN,000337.png,3_27
R1_TRAIN,000338.png,3_27
R1_TRAIN,000339.png,1_23
R1_TRAIN,000340.png,1_11_1
R1_TRAIN,000341.png,1_23
R1_TRAIN,000342.png,1_11_1
R1_TRAIN,000343.png,1_23
R1_TRAIN,000344.png,1_11_1
R1_TRAIN,000345.png,1_23
R1_TRAIN,000346.png,1_11_1
R1_TRAIN,000347.png,1_23
R1_TRAIN,000348.png,1_23
R1_TRAIN,000349.png,1_23
R1_TRAIN,000350.png,1_11
R1_TRAIN,000351.png,3_24_n40
R1_TRAIN,000352.png,1_11
R1_TRAIN,000353.png,3_24_n40
R1_TRAIN,000354.png,1_11
R1_TRAIN,000355.png,3_24_n40
R1_TRAIN,000356.png,1_23
R1_TRAIN,000357.png,1_23
R1_TRAIN,000358.png,1_11_1
R1_TRAIN,000359.png,1_23
R1_TRAIN,000360.png,3_24_n30
R1_TRAIN,000361.png,1_11_1
R1_TRAIN,000362.png,1_23
R1_TRAIN,000363.png,3_24_n30
R1_TRAIN,000364.png,3_27
R1_TRAIN,000365.png,3_27
R1_TRAIN,000366.png,3_27
R1_TRAIN,000367.png,3_27
R1_TRAIN,000368.png,3_27
R1_TRAIN,000369.png,1_23
R1_TRAIN,000370.png,1_23
R1_TRAIN,000371.png,1_23
R1_TRAIN,000372.png,1_23
R1_TRAIN,000373.png,1_23
R1_TRAIN,000374.png,1_23
R1_TRAIN,000375.png,1_11
R1_TRAIN,000376.png,3_24_n40
R1_TRAIN,000377.png,1_11
R1_TRAIN,000378.png,3_24_n40
R1_TRAIN,000379.png,1_11
R1_TRAIN,000380.png,3_24_n40
R1_TRAIN,000381.png,1_11
R1_TRAIN,000382.png,3_24_n40
R1_TRAIN,000383.png,3_24_n40
R1_TRAIN,000384.png,1_11_1
R1_TRAIN,000385.png,3_24_n40
R1_TRAIN,000386.png,3_24_n40
R1_TRAIN,000387.png,1_11_1
R1_TRAIN,000388.png,3_24_n40
R1_TRAIN,000389.png,1_11_1
R1_TRAIN,000390.png,1_23
R1_TRAIN,000391.png,3_24_n40
R1_TRAIN,000392.png,1_23
R1_TRAIN,000393.png,3_24_n40
R1_TRAIN,000394.png,1_23
R1_TRAIN,000395.png,3_24_n40
R1_TRAIN,000396.png,1_23
R1_TRAIN,000397.png,3_24_n40
R1_TRAIN,000398.png,1_17
R1_TRAIN,000399.png,1_23
R1_TRAIN,000400.png,3_24_n40
R1_TRAIN,000401.png,1_17
R1_TRAIN,000402.png,1_23
R1_TRAIN,000403.png,3_24_n40
R1_TRAIN,000404.png,1_17
R1_TRAIN,000405.png,1_23
R1_TRAIN,000406.png,1_17
R1_TRAIN,000407.png,1_23
R1_TRAIN,000408.png,1_17
R1_TRAIN,000409.png,1_23
R1_TRAIN,000410.png,3_24_n20
R1_TRAIN,000411.png,1_23
R1_TRAIN,000412.png,3_24_n20
R1_TRAIN,000413.png,3_24_n20
R1_TRAIN,000414.png,3_24_n20
R1_TRAIN,000415.png,3_24_n20
R1_TRAIN,000416.png,1_17
R1_TRAIN,000417.png,3_24_n30
R1_TRAIN,000418.png,1_17
R1_TRAIN,000419.png,3_24_n30
R1_TRAIN,000420.png,1_23
R1_TRAIN,000421.png,3_4_n8
R1_TRAIN,000422.png,1_23
R1_TRAIN,000423.png,1_23
R1_TRAIN,000424.png,1_23
R1_TRAIN,000425.png,1_23
R1_TRAIN,000426.png,1_23
R1_TRAIN,000427.png,1_23
R1_TRAIN,000428.png,1_23
R1_TRAIN,000429.png,1_11_1
R1_TRAIN,000430.png,1_11_1
R1_TRAIN,000431.png,1_11_1
R1_TRAIN,000432.png,1_23
R1_TRAIN,000433.png,1_23
R1_TRAIN,000434.png,1_23
R1_TRAIN,000435.png,1_23
R1_TRAIN,000436.png,1_23
R1_TRAIN,000437.png,1_23
R1_TRAIN,000438.png,1_17
R1_TRAIN,000439.png,3_24_n30
R1_TRAIN,000440.png,1_17
R1_TRAIN,000441.png,3_24_n30
R1_TRAIN,000442.png,1_17
R1_TRAIN,000443.png,1_17
R1_TRAIN,000444.png,3_24_n30
R1_TRAIN,000445.png,1_17
R1_TRAIN,000446.png,3_24_n30
R1_TRAIN,000447.png,1_17
R1_TRAIN,000448.png,3_24_n30
R1_TRAIN,000449.png,1_17
R1_TRAIN,000450.png,3_24_n30
R1_TRAIN,000451.png,1_23
R1_TRAIN,000452.png,3_24_n40
R1_TRAIN,000453.png,1_23
R1_TRAIN,000454.png,3_24_n40
R1_TRAIN,000455.png,1_23
R1_TRAIN,000456.png,1_23
R1_TRAIN,000457.png,1_23
R1_TRAIN,000458.png,1_23
R1_TRAIN,000459.png,1_17
R1_TRAIN,000460.png,1_17
R1_TRAIN,000461.png,1_17
R1_TRAIN,000462.png,1_17
R1_TRAIN,000463.png,1_17
R1_TRAIN,000464.png,3_24_n30
R1_TRAIN,000465.png,3_24_n30
R1_TRAIN,000466.png,3_24_n30
R1_TRAIN,000467.png,3_24_n30
R1_TRAIN,000468.png,3_24_n30
R1_TRAIN,000469.png,1_17
R1_TRAIN,000470.png,3_24_n40
R1_TRAIN,000471.png,1_17
R1_TRAIN,000472.png,1_23
R1_TRAIN,000473.png,3_24_n40
R1_TRAIN,000474.png,1_11_1
R1_TRAIN,000475.png,3_24_n40
R1_TRAIN,000476.png,1_11_1
R1_TRAIN,000477.png,3_24_n40
R1_TRAIN,000478.png,1_11_1
R1_TRAIN,000479.png,3_24_n40
R1_TRAIN,000480.png,1_12_2
R1_TRAIN,000481.png,1_12_2
R1_TRAIN,000482.png,1_12_2
R1_TRAIN,000483.png,1_12_2
R1_TRAIN,000484.png,1_12_2
R1_TRAIN,000485.png,1_17
R1_TRAIN,000486.png,3_24_n40
R1_TRAIN,000487.png,1_17
R1_TRAIN,000488.png,3_24_n40
R1_TRAIN,000489.png,1_17
R1_TRAIN,000490.png,3_24_n40
R1_TRAIN,000491.png,1_17
R1_TRAIN,000492.png,3_24_n40
R1_TRAIN,000493.png,1_17
R1_TRAIN,000494.png,3_24_n40
R1_TRAIN,000495.png,1_17
R1_TRAIN,000496.png,3_24_n40
R1_TRAIN,000497.png,3_24_n20
R1_TRAIN,000498.png,1_17
R1_TRAIN,000499.png,3_24_n40
R1_TRAIN,000500.png,3_24_n20
R1_TRAIN,000501.png,3_24_n20
R1_TRAIN,000502.png,3_24_n20
R1_TRAIN,000503.png,3_24_n20
R1_TRAIN,000504.png,1_17
R1_TRAIN,000505.png,3_24_n40
R1_TRAIN,000506.png,1_17
R1_TRAIN,000507.png,3_24_n40
R1_TRAIN,000508.png,1_17
R1_TRAIN,000509.png,3_24_n40
R1_TRAIN,000510.png,3_24_n40
R1_TRAIN,000511.png,3_24_n20
R1_TRAIN,000512.png,1_17
R1_TRAIN,000513.png,3_24_n40
R1_TRAIN,000514.png,3_24_n20
R1_TRAIN,000515.png,3_24_n20
R1_TRAIN,000516.png,3_24_n20
R1_TRAIN,000517.png,1_23
R1_TRAIN,000518.png,1_23
R1_TRAIN,000519.png,1_23
R1_TRAIN,000520.png,1_17
R1_TRAIN,000521.png,3_24_n30
R1_TRAIN,000522.png,1_23
R1_TRAIN,000523.png,3_24_n40
R1_TRAIN,000524.png,1_23
R1_TRAIN,000525.png,1_23
R1_TRAIN,000526.png,1_23
R1_TRAIN,000527.png,1_23
R1_TRAIN,000528.png,1_23
R1_TRAIN,000529.png,1_17
R1_TRAIN,000530.png,3_24_n5
R1_TRAIN,000531.png,1_16
R1_TRAIN,000532.png,1_20
R1_TRAIN,000533.png,1_17
R1_TRAIN,000534.png,3_24_n5
R1_TRAIN,000535.png,1_16
R1_TRAIN,000536.png,1_20
R1_TRAIN,000537.png,1_17
R1_TRAIN,000538.png,3_24_n5
R1_TRAIN,000539.png,1_16
R1_TRAIN,000540.png,1_20
R1_TRAIN,000541.png,1_17
R1_TRAIN,000542.png,1_17
R1_TRAIN,000543.png,1_17
R1_TRAIN,000544.png,3_24_n30
R1_TRAIN,000545.png,3_24_n30
R1_TRAIN,000546.png,3_24_n30
R1_TRAIN,000547.png,3_24_n30
R1_TRAIN,000548.png,1_17
R1_TRAIN,000549.png,3_24_n30
R1_TRAIN,000550.png,1_17
R1_TRAIN,000551.png,3_24_n30
R1_TRAIN,000552.png,1_17
R1_TRAIN,000553.png,3_24_n30
R1_TRAIN,000554.png,1_17
R1_TRAIN,000555.png,3_24_n30
R1_TRAIN,000556.png,1_17
R1_TRAIN,000557.png,3_24_n30
R1_TRAIN,000558.png,1_17
R1_TRAIN,000559.png,3_24_n30
R1_TRAIN,000560.png,1_17
R1_TRAIN,000561.png,1_17
R1_TRAIN,000562.png,3_24_n30
R1_TRAIN,000563.png,1_17
R1_TRAIN,000564.png,3_24_n30
R1_TRAIN,000565.png,1_17
R1_TRAIN,000566.png,3_24_n30
R1_TRAIN,000567.png,1_17
R1_TRAIN,000568.png,3_24_n30
R1_TRAIN,000569.png,3_24_n40
R1_TRAIN,000570.png,1_15
R1_TRAIN,000571.png,3_27
R1_TRAIN,000572.png,3_27
R1_TRAIN,000573.png,3_27
R1_TRAIN,000574.png,1_11_1
R1_TRAIN,000575.png,1_11_1
R1_TRAIN,000576.png,1_12
R1_TRAIN,000577.png,1_12
R1_TRAIN,000578.png,1_12
R1_TRAIN,000579.png,1_8
R1_TRAIN,000580.png,1_20
R1_TRAIN,000581.png,1_20
R1_TRAIN,000582.png,1_15
R1_TRAIN,000583.png,1_20
R1_TRAIN,000584.png,1_15
R1_TRAIN,000585.png,1_20
R1_TRAIN,000586.png,1_15
R1_TRAIN,000587.png,1_20
R1_TRAIN,000588.png,1_15
R1_TRAIN,000589.png,1_11_1
R1_TRAIN,000590.png,1_11_1
R1_TRAIN,000591.png,1_11_1
R1_TRAIN,000592.png,1_11
R1_TRAIN,000593.png,1_11
R1_TRAIN,000594.png,1_11
R1_TRAIN,000595.png,3_24_n40
R1_TRAIN,000596.png,3_24_n40
R1_TRAIN,000597.png,3_24_n40
R1_TRAIN,000598.png,3_24_n40
R1_TRAIN,000599.png,1_17
R1_TRAIN,000600.png,1_17
R1_TRAIN,000601.png,1_12
R1_TRAIN,000602.png,1_12
R1_TRAIN,000603.png,1_12
R1_TRAIN,000604.png,3_24_n40
R1_TRAIN,000605.png,1_17
R1_TRAIN,000606.png,3_24_n20
R1_TRAIN,000607.png,1_17
R1_TRAIN,000608.png,3_24_n20
R1_TRAIN,000609.png,1_17
R1_TRAIN,000610.png,3_24_n20
R1_TRAIN,000611.png,1_17
R1_TRAIN,000612.png,3_24_n20
R1_TRAIN,000613.png,3_24_n40
R1_TRAIN,000614.png,3_24_n40
R1_TRAIN,000615.png,3_24_n40
R1_TRAIN,000616.png,3_24_n40
R1_TRAIN,000617.png,3_27
R1_TRAIN,000618.png,3_27
R1_TRAIN,000619.png,3_27
R1_TRAIN,000620.png,3_27
R1_TRAIN,000621.png,1_16
R1_TRAIN,000622.png,1_16
R1_TRAIN,000623.png,1_16
R1_TRAIN,000624.png,1_16
R1_TRAIN,000625.png,1_16
R1_TRAIN,000626.png,3_27
R1_TRAIN,000627.png,3_27
R1_TRAIN,000628.png,3_24_n40
R1_TRAIN,000629.png,3_24_n40
R1_TRAIN,000630.png,3_24_n40
R1_TRAIN,000631.png,3_24_n40
R1_TRAIN,000632.png,3_24_n20
R1_TRAIN,000633.png,3_24_n20
R1_TRAIN,000634.png,3_24_n20
R1_TRAIN,000635.png,1_27
R1_TRAIN,000636.png,1_27
R1_TRAIN,000637.png,1_27
R1_TRAIN,000638.png,3_27
R1_TRAIN,000639.png,3_27
R1_TRAIN,000640.png,1_11_1
R1_TRAIN,000641.png,2_3_3
R1_TRAIN,000642.png,1_12
R1_TRAIN,000643.png,2_3_3
R1_TRAIN,000644.png,1_12
R1_TRAIN,000645.png,2_3_3
R1_TRAIN,000646.png,1_11_1
R1_TRAIN,000647.png,1_11_1
R1_TRAIN,000648.png,1_11_1
R1_TRAIN,000649.png,3_27
R1_TRAIN,000650.png,3_27
R1_TRAIN,000651.png,1_11
R1_TRAIN,000652.png,1_11
R1_TRAIN,000653.png,3_24_n40
R1_TRAIN,000654.png,1_12_2
R1_TRAIN,000655.png,1_12_2
R1_TRAIN,000656.png,3_27
R1_TRAIN,000657.png,3_27
R1_TRAIN,000658.png,1_12
R1_TRAIN,000659.png,3_24_n60
R1_TRAIN,000660.png,1_11
R1_TRAIN,000661.png,1_11
R1_TRAIN,000662.png,1_11
R1_TRAIN,000663.png,1_11
R1_TRAIN,000664.png,3_24_n70
R1_TRAIN,000665.png,3_24_n70
R1_TRAIN,000666.png,3_24_n70
R1_TRAIN,000667.png,3_24_n50
R1_TRAIN,000668.png,1_15
R1_TRAIN,000669.png,3_24_n50
R1_TRAIN,000670.png,1_15
R1_TRAIN,000671.png,3_24_n50
R1_TRAIN,000672.png,1_15
R1_TRAIN,000673.png,1_8
R1_TRAIN,000674.png,3_27
R1_TRAIN,000675.png,3_27
R1_TRAIN,000676.png,3_27
R1_TRAIN,000677.png,3_27
R1_TRAIN,000678.png,3_24_n5
R1_TRAIN,000679.png,3_32
R1_TRAIN,000680.png,2_5
R1_TRAIN,000681.png,2_5
R1_TRAIN,000682.png,3_1
R1_TRAIN,000683.png,3_1
R1_TRAIN,000684.png,3_1
R1_TRAIN,000685.png,3_1
R1_TRAIN,000686.png,3_1
R1_TRAIN,000687.png,3_1
R1_TRAIN,000688.png,4_2_1
R1_TRAIN,000689.png,4_2_1
R1_TRAIN,000690.png,4_2_1
R1_TRAIN,000691.png,4_2_1
R1_TRAIN,000692.png,2_5
R1_TRAIN,000693.png,2_5
R1_TRAIN,000694.png,2_5
R1_TRAIN,000695.png,2_5
R1_TRAIN,000696.png,2_5
R1_TRAIN,000697.png,2_5
R1_TRAIN,000698.png,1_23
R1_TRAIN,000699.png,1_23
R1_TRAIN,000700.png,1_23
R1_TRAIN,000701.png,1_23
R1_TRAIN,000702.png,3_20
R1_TRAIN,000703.png,3_20
R1_TRAIN,000704.png,3_20
R1_TRAIN,000705.png,1_16
R1_TRAIN,000706.png,1_16
R1_TRAIN,000707.png,1_12
R1_TRAIN,000708.png,1_12
R1_TRAIN,000709.png,1_20
R1_TRAIN,000710.png,1_20
R1_TRAIN,000711.png,1_20
R1_TRAIN,000712.png,1_16
R1_TRAIN,000713.png,1_16
R1_TRAIN,000714.png,1_12
R1_TRAIN,000715.png,1_12
R1_TRAIN,000716.png,1_22
R1_TRAIN,000717.png,1_22
R1_TRAIN,000718.png,3_13_r4.5
R1_TRAIN,000719.png,3_24_n40
R1_TRAIN,000720.png,3_24_n40
R1_TRAIN,000721.png,3_24_n40
R1_TRAIN,000722.png,3_24_n40
R1_TRAIN,000723.png,3_24_n40
R1_TRAIN,000724.png,3_24_n40
R1_TRAIN,000725.png,2_3_3
R1_TRAIN,000726.png,3_2
R1_TRAIN,000727.png,3_24_n60
R1_TRAIN,000728.png,2_3_3
R1_TRAIN,000729.png,3_2
R1_TRAIN,000730.png,3_24_n60
R1_TRAIN,000731.png,2_3_3
